date,vaccinated_pop,State,Dose,Total_pop,Percentage Vaccinated,Day
03/14/2021,2342,LABUAN,1,,3.240535754,12
03/15/2021,2342,LABUAN,1,,3.240535754,13
03/16/2021,2342,LABUAN,1,,3.240535754,14
03/17/2021,2342,LABUAN,1,,3.240535754,15
03/18/2021,2342,LABUAN,1,,3.240535754,16
03/19/2021,2342,LABUAN,1,,3.240535754,17
03/20/2021,2343,LABUAN,1,,3.241919416,18
03/21/2021,2343,LABUAN,1,,3.241919416,19
03/22/2021,2343,LABUAN,1,,3.241919416,20
03/23/2021,2344,LABUAN,1,,3.243303077,21
03/24/2021,2345,LABUAN,1,,3.244686739,22
03/25/2021,2346,LABUAN,1,,3.246070401,23
03/26/2021,2347,LABUAN,1,,3.247454062,24
03/27/2021,2347,LABUAN,1,,3.247454062,25
03/28/2021,2347,LABUAN,1,,3.247454062,26
03/29/2021,2390,LABUAN,1,,3.306951516,27
03/30/2021,2390,LABUAN,1,,3.306951516,28
03/31/2021,2390,LABUAN,1,,3.306951516,29
4/01/2021,2499,LABUAN,1,,3.457770644,30
4/02/2021,2607,LABUAN,1,,3.60720611,31
4/03/2021,2723,LABUAN,1,,3.76771087,32
4/04/2021,2723,LABUAN,1,,3.76771087,33
4/05/2021,2805,LABUAN,1,,3.881171131,34
4/06/2021,2912,LABUAN,1,,4.029222936,35
4/07/2021,3020,LABUAN,1,,4.178658402,36
4/08/2021,3176,LABUAN,1,,4.39450963,37
4/09/2021,3331,LABUAN,1,,4.608977197,38
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3/03/2021,13691,SARAWAK,1,,0.660606324,1
3/04/2021,14134,SARAWAK,1,,0.681981578,2
3/05/2021,14855,SARAWAK,1,,0.716770648,3
3/06/2021,18034,SARAWAK,1,,0.870161014,4
3/07/2021,22140,SARAWAK,1,,1.068280185,5
3/08/2021,25271,SARAWAK,1,,1.219354496,6
3/09/2021,27500,SARAWAK,1,,1.326906282,7
3/10/2021,28194,SARAWAK,1,,1.360392571,8
3/11/2021,28212,SARAWAK,1,,1.361261092,9
3/12/2021,29052,SARAWAK,1,,1.401792047,10
03/13/2021,30634,SARAWAK,1,,1.478125347,11
03/14/2021,31527,SARAWAK,1,,1.521213613,12
03/15/2021,32028,SARAWAK,1,,1.545387433,13
03/16/2021,32465,SARAWAK,1,,1.56647318,14
03/17/2021,32665,SARAWAK,1,,1.576123407,15
03/18/2021,32762,SARAWAK,1,,1.580803767,16
03/19/2021,32907,SARAWAK,1,,1.587800182,17
03/20/2021,33788,SARAWAK,1,,1.630309435,18
03/21/2021,35272,SARAWAK,1,,1.701914123,19
03/22/2021,35913,SARAWAK,1,,1.732843102,20
03/23/2021,36103,SARAWAK,1,,1.742010818,21
03/24/2021,36244,SARAWAK,1,,1.748814228,22
03/25/2021,36385,SARAWAK,1,,1.755617639,23
03/26/2021,36445,SARAWAK,1,,1.758512707,24
03/27/2021,36972,SARAWAK,1,,1.783941056,25
03/28/2021,37889,SARAWAK,1,,1.82818735,26
03/29/2021,37006,SARAWAK,1,,1.785581595,27
03/30/2021,39970,SARAWAK,1,,1.928597967,28
03/31/2021,43862,SARAWAK,1,,2.116391394,29
4/01/2021,48079,SARAWAK,1,,2.319866441,30
4/02/2021,50482,SARAWAK,1,,2.435813924,31
4/03/2021,52157,SARAWAK,1,,2.51663458,32
4/04/2021,53598,SARAWAK,1,,2.586164469,33
4/05/2021,54344,SARAWAK,1,,2.622159817,34
4/06/2021,55037,SARAWAK,1,,2.655597856,35
4/07/2021,56587,SARAWAK,1,,2.730387119,36
4/08/2021,57466,SARAWAK,1,,2.772799869,37
4/09/2021,57682,SARAWAK,1,,2.783222114,38
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
